Distanza,Track3,Track4,Track5,Track6,Track7,Track8,Track9,Track10,Track11,Track12,Track13,Track14,Track15,Track16,Focus1,Focus2,Focus3,TrackPosition,AngleToTrackAxis,Speed,SpeedY,Damage,DistanceRaced,RPM,Accelerate,Brake,Steering,Gear
5715.3,6.34338,7.17061,8.54451,10.98,16.0204,31.0617,162.811,32.3483,16.142,11.0196,8.56846,7.18887,6.35833,5.85941,-1.0,-1.0,-1.0,9.67373E-4,-3.62571E-4,84.367,3.64655E-5,0.0,31.2017,6479.23,1.0,0.0,0.0,2
5716.86,6.34258,7.16971,8.54318,10.9757,16.0059,30.9899,161.24,32.4344,16.1565,11.0243,8.56972,7.18978,6.35913,5.86015,-1.0,-1.0,-1.0,0.00109334,-3.62571E-4,86.4045,-1.71511E-5,0.0,32.7676,6637.66,1.0,0.0,0.0,2
5718.47,6.34227,7.16953,8.54115,10.9705,15.9924,30.9083,159.648,32.5361,16.173,11.0295,8.57205,7.19019,6.35944,5.86044,-1.0,-1.0,-1.0,0.00114311,-3.62094E-4,88.4545,-3.86375E-5,0.0,34.3711,6796.92,1.0,0.0,0.0,2
5720.11,6.34073,7.16694,8.53665,10.9623,15.9706,30.8142,157.997,32.651,16.1948,11.0378,8.57659,7.19297,6.36094,5.86159,-1.0,-1.0,-1.0,0.00133905,-3.62094E-4,90.5169,1.73442E-5,0.0,36.0122,6956.97,1.0,0.0,0.0,2
5721.79,6.33989,7.16469,8.53275,10.9545,15.9492,30.7193,156.332,32.7701,16.216,11.047,8.58014,7.19494,6.36242,5.86161,-1.0,-1.0,-1.0,0.00131364,-3.62571E-4,92.5917,3.83573E-5,0.0,37.6909,7117.82,1.0,0.0,0.0,2
5722.93,6.33723,7.16112,8.52738,10.9456,15.9317,30.6458,155.181,32.8645,16.2347,11.0549,8.58525,7.1986,6.36447,5.86427,-1.0,-1.0,-1.0,0.00155362,-5.74764E-4,93.9817,-3.82883E-5,0.0,38.8325,7225.56,1.0,0.0,0.0,2
5724.67,6.33435,7.15671,8.52072,10.9335,15.9051,30.5311,153.449,33.0043,16.2634,11.0672,8.59275,7.20293,6.36767,5.86593,-1.0,-1.0,-1.0,0.00173118,-0.00106543,96.0771,1.85241E-5,0.0,40.5747,7386.96,1.0,0.0,0.0,2
5726.45,6.32946,7.15016,8.51159,10.918,15.8722,30.4067,151.662,33.171,16.2987,11.0836,8.60165,7.20983,6.37262,5.87003,-1.0,-1.0,-1.0,0.00221946,-0.00158709,98.1826,4.01223E-5,0.0,42.356,7548.4,1.0,0.0,0.0,2
5728.27,6.3231,7.14269,8.50035,10.9003,15.8348,30.2695,149.842,33.3577,16.3371,11.1023,8.61336,7.21692,6.3783,5.8747,-1.0,-1.0,-1.0,0.00284091,-0.00213259,100.297,-1.75928E-5,0.0,44.1753,7711.57,1.0,0.0,0.0,2
5730.13,6.3163,7.13321,8.48746,10.8794,15.7946,30.1229,147.985,33.5641,16.3822,11.1235,8.62679,7.22689,6.38583,5.88062,-1.0,-1.0,-1.0,0.00363991,-0.00270336,102.421,-3.79979E-5,0.0,46.0332,7874.29,1.0,0.0,0.0,2
5732.03,6.30712,7.1219,8.4721,10.8554,15.7484,29.9583,146.086,33.7935,16.4321,11.1474,8.64204,7.2386,6.39508,5.88796,-1.0,-1.0,-1.0,0.00466087,-0.0033099,104.554,1.98133E-5,0.0,47.9321,8037.75,1.0,0.0,0.0,2
